============================================================
ARABIC VOCABULARY ORGANIZED BY CATEGORY
============================================================

For Mode 2: Quick Review - organized by topic
Format: english | arabic | transliteration
Broadcasting, radios | إِذَاعَاتُ |
Broom | مِكْنَسَةٌ |
Brooms | مكانس |
Capital City | عَاصِمَةٌ |
City district | حَى |
Classroom | فصل |
Classrooms | فُصُولٌ |
Driver | سَائِقُ |
Eight houses | ثَمَانِيَةُ بُيُوتِ |
Eight rooms | ثَمَانِي غُرَف |
Field | حقل |
Fields | حُقُولٌ |
Garden/paradise | جنة |
Homework | وَاحِبَاتٌ |
Houses | بيوت |
In place of/substitute | الْبَدَلُ |
Middle school | الْمَدَرَسَةُ الْمُتَوَسِّطَةُ |
Mosques | مَسَاجِدُ |
Mountains | جبال |
Paradise/ garden | جَنَّةٌ |
Paradise/ gardens | جنات |
Prayer place | مُصلَّى |
Rivers | أَنْهَارُ |
Rooms | غُرَفٌ |
Schools | مَدَارِسُ |
Sea (pl) | بحار |
Sea | بحر |
Search | بحث |
Seat | مَقْعَدُ |
Seats | مَقَاعِدُ |
Small mountain | جُبَيْلٌ |
Small river | نُهَير |
Streets | شَوَارِعُ |
Taif (City) | الطائف |
Valley | وَادٍ |
Village | قَرْيَةٌ |
bathroom | حمام | hammam
city | مدينة | madina
country | بلد | balad
garden | جَنَّة (pl: جَنَّات)
house | بَيْت (pl: بُيُوت)
living room | غرفة جلوس | ghurfat julus
market | سوق | suq
mosque | مَسْجِد (pl: مَسَاجِد)
mountain | جبل (pl: جبال)
office | مكتب | maktab
place | مكان | makan
place; abode | مَكَان (مَكَانَة)
post office | مكتب بريد | maktab barid
river | نَهْر (pl: أَنْهَار)
room | غرفة | ghurfa
school | مدرسة | madrasa
sea; large river | بحر
street | شارع | shari'
to make; to place; to set up | جَعَلَ (يَجْعَلُ)
to throw; to cast; to place | أَلْقَى (يُلقى)
town | قَرْيَة (pl: قُرَى)

============================================================
# VERBS (217 words)
============================================================

Al-Azhar (university) | الأَزْهَرُ |
Ambassador | سفير |
Ambassadors | سُفَرَاءُ |
Answer | جَوَابٌ |
Answers | أَحُوبَةٌ |
Ask (s.f) | اسْأَلِي |
Basketball | كُرَةُ السَّلةِ |
Categories | أَقْسَامٌ |
Category | قسم |
Circumbulate! | طف |
Closed | مُغْلَقٌ |
Come! | تعال |
Dear/beloved | حبيب |
Dog | كلب |
Dogs | كلاب |
Dollar | دولار |
Dollars | دولارات |
Don't drink | لا تشرب |
Don't go | لا تَذْهَبْ |
Don't run | لَا تَجْرِ |
Don't sit | لا تَجْلِس |
Don't throw | لَا تَرْمِ |
Don't write | لا تكتب |
Drink! | اشْرَبْ |
Eat! | كل |
Enter! | ادْخُلْ |
Exiting | خروج |
Fast! | صم |
Fear! | خَفْ |
Foreign! | أَجْنَبِيَّةٌ |
Go! | اذْهَبْ |
Going | ذَهَابٌ |
Gold | ذَهَبٌ |
Hearts | قُلُوبٌ |
Hu runs | يَجْرِي |
Hubal (an idols name) | هُبَلُ |
Husayn | حُسَيْنُ |
In opposition to Numbered | عَكْسُ الْمَعْدُودِ |
Indonesia | إندونيسيا |
Intelligent (f) | ذكِيَّةٌ |
Intelligent (pl) | أَذْكِيَاءُ |
Intelligent | ذَكِيٌّ |
Is / Am / Are / Do | أ / هل
Is about, almost, become | يَكَادُ |
Kill! | اقتل |
Knowledge | عِلْمٌ |
Learned men/ Old men | عُلماء |
London | لَنْدَن |
Look! | انْظُرْ |
Memorise! | احْفَظْ |
Mistake (pl) | أَخْطَاء |
Mistake | خطأ |
Most beloved/dearest | أَحَبُّ |
O! | يَا، يَا أَيُّهَا
Play! | الْعَبْ |
Player | لاعب |
Players | لاعِبُوْنَ |
Playground | مَلْعَبٌ |
Prostrate! | اسْجُد |
Put! | ضَعْ |
Quiet! | اسكت |
Qur'an reading, recitation | قرآن
Read! | اقْرأْ |
Repeating it.. | تَكْرَارُها |
Return! | ارْجِعْ |
Ride! | اركب |
Run | اخر |
Say! | قُلْ |
Sit! | اجلس |
Sitting | جالس |
Sleeping | نَائِمٌ |
Sleepy (f) | نَعْسَى |
Sleepy (m) | نَعْسَانُ |
Slowly, please, don't hurry | مَهْلاً |
Small dog | كليب |
So don't.../so does not | فلا |
Stand/stop! | قُمْ |
Standing | واقف |
Stop/stand! | قف |
Subject (Verb doer) | فَاعِلٌ |
Sweep! | اكنس |
Take rest (pl) | اسْتَرِيحُوا |
Take rest | استرح |
Take | خُذْ |
Take! | خُذْ |
Taste! | دق |
Thank! | اشْكُرْ |
To visit | الزيارة |
Treatment | علاج |
Two sukoons don't meet | لا يَلْتَقِي سَاكِنَانِ |
Under/beneath | تحت |
Universities | جامعات |
Verb categories | أَقْسَامُ الْفِعْلِ |
Verb with double radical | الْفِعْلُ الْمُضَعَّفُ |
Visit! | زر |
Visiting card | بِطَاقَةٌ |
Visiting cards | بطاقات |
Visiting | زِيَارَةٌ |
Was about, almost, become | کاد |
Wash! | اغسل |
Weather | جو |
Welcome | مَرْحَباً |
Well known | مشهور |
Work (pl) | أَعْمَالُ |
Work | عَمَلٌ |
Yugoslavia | يُوْغُسَلافيا |
actions, deeds, works | أَعْمَال
better-knowing | أعلم
covenant, treaty | ميثاق
dominion, reign | ملك
good (deed) | حَسَنَة (pl: حَسَنَات)
good evening | مساء الخير | masa' al-khayr
good morning | صباح الخير | sabah al-khayr
good | طيبة (pl: طَيِّبَات)
good, better | خير
goodbye | وداعا | wada'an
heart | قَلْب (pl: قُلُوب)
knower | عليم
knowing, ever aware | خبير
let sb do (imperative) | لـ
lo! / will not | ألا
nearer, closer: woe | أولى
one who listens | سميع
one who sees clearly | بصير
one who takes care of (disposer) | وكيل
owner / endowed with | ذو / ذا / ذي
punishment power; adversity | باس
put; laid down | وَضَعَ
struck upon; overshadowed | ضَرَبَ عَلَى
to adorn; make seem fair | زَيَّنَ (يُزَيِّنُ)
to answer | يجيب | yujib
to ask each other | تَسَاءَلَ (يَتَسَاءَلُ)
to ask forgiveness | اسْتَغْفَرَ (يَسْتَغْفِرُ)
to ask | سَأَلَ (يَسْأَلُ)
to become | أَصْبَحَ (يُصْبَحُ)
to close | يغلق | yughliq
to come | أَتَى (يَأْتِي)
to come | جَاءَ (يَجِيءُ)
to conceal; to speak secretly | أَسَرَّ (يُسرُّ)
to create out of nothing | خَلَقَ (يَخْلُقُ)
to do good; to do excellently | أَحْسَنَ (يُحْسَنُ)
to do | فَعَلَ (يَفْعَلُ)
to drink | يشرب | yashrab
to eat | أَكَلَ (يَأْكُلُ)
to enter | دَخَلَ (يَدْخُلُ)
to forgive; to cover | غَفَرَ (يَغْفِرُ)
to forgo | عَفَا (يَعْفُو)
to give an example (from ضرب: to strike) | ضَرَبَ مَثَلًا
to give back; to return | رَدَّ (يَرُدُّ)
to give good news | بَشَّرَ (يُبَشِّرُ)
to give life | أَحْيَا (يُحْيِي)
to give trouble; to harm; to annoy | آذى (يُؤذي)
to give | آتَى (يُؤْتِي)
to go astray; to err; to waste | ضَلَّ (يضل)
to go away from (from ذهب: to go) | ذهَبَ عَنْ
to go | ذَهَبَ (يَذْهَبُ)
to hate | يكره | yakrah
to hear | يسمع | yasma'
to know | يعرف | ya'rif
to learn | يتعلم | yata'allam
to listen | يستمع | yastami'
to love | أَحَبَّ (يُحِبُّ)
to love; to wish | وَدَّ (يَوَدُّ)
to make clear | بَيَّنَ (يُبَيِّنُ)
to make lawful; to cause to dwell | أَحَلَّ (يُحلُّ)
to make someone die; to receive in full | تَوَفَّى (يَتَوَفَّى)
to make someone enter | أَدْخَلَ (يُدْخِلُ)
to make someone taste | أَذَاقَ (يُذيقُ)
to make something grow | أَثْبَتَ (يُنبتُ)
to make | يصنع | yasna'
to need | يحتاج | yahtaj
to oppress; be unjust (from بَغَى: to seek) | بَغَى على
to overshadow (from ضرب: to strike) | ضَرَبَ عَلَى
to play hypocrisy | نَافَقَ (يُنَافِقُ)
to play | يلعب | yal'ab
to prepare; to make something ready | أَعَدَّ (يُعدُّ)
to prescribe; to write | كَتَبَ (يَكْتُبُ)
to produce; to create | أَنْشَأَ (يُنْشَى)
to read | يقرأ | yaqra'
to read; to recite | قَرَأَ (يَقْرَأُ)
to reflect; to think over | تَفَكَّرَ (يَتَفَكَّرُ)
to run | يجري | yajri
to say | قَالَ (يَقُولُ)
to see | رَأَى (يَرَى)
to see; to watch | أَبْصَرَ (يُبْصِرُ)
to seek something to hasten | استَعْجَلَ (يَسْتَعْجِلُ)
to seek | ابْتَغَى (يَبْتَغِي)
to send back; to take back | أَرْجَعَ (يُرْجِعُ)
to send down | نَزَّلَ (يُنَزِّلُ)
to send down; to reveal | أَنْزَلَ (يُنْزِلُ)
to sit | يجلس | yajlis
to sit; to remain behind | قَعَدَ (يَقْعُدُ)
to sleep | ينام | yanam
to speak | يتكلم | yatakallam
to spread corruption | أَفْسَدَ (يُفْسِدُ)
to spread out; to stretch | مَدَّ (يَمُدُّ)
to stand up; to raise | قَامَ (يَقُومُ)
to stand | يقف | yaqif
to study | يدرس | yadrus
to take away (from ذهب: to go) | ذهب ب
to take | يأخذ | ya'khudh
to take; to adopt | اتَّخذَ (يَتَّخِذَ)
to take; to catch | أَخَذَ (يَأْخُذُ)
to think | يفكر | yufakkir
to think; to believe | ظَنَّ (يَظُنُّ)
to turn away; to take for a friend | تَوَلَّى (يَتَوَلَّى)
to understand | يفهم | yafham
to understand; to comprehend | عَقَلَ (يَعْقِلُ)
to walk | يمشي | yamshi
to want | يريد | yurid
to want; to seek | بَغَى (يَبْغِي)
to work | يعمل | ya'mal
to write | يكتب | yaktub
university | جامعة | jami'a
unseen, hidden | غَيْب
wisdom | حكمة
you're welcome | عفوا | afwan

============================================================
# ADJECTIVES & DESCRIPTIONS (85 words)
============================================================

A flower | زَهْرَة |
A short while | هنيهة |
Big (f) | كبيرة |
Big (pl.m/f) | كبار |
Cleaner | أَنْظَفُ |
Clinic/small hospital | مُسْتَوْصف |
Colder | أَبْرَدُ |
Flower | زَهْرَةٌ |
Hard/difficult | صعبة |
Heavy | ثقيل |
High loud (f) | عالية |
High, loud (m) | عال |
Hotels | فَنَادَقُ |
More beautiful | أَحْمَلُ |
More difficult | أَصْعَبُ |
New (f) | جديدة |
New (pl.m/f) | جدد |
New York | نِيُويُورك |
News | أخبار |
Old (pl.m/f) | قُدَامَى |
Older | أَقْدَمُ |
Right hand | يَمِينُ |
Righteous | صالح |
Short (pl.m/f) | قصار |
Slowly | مَهْلاً |
Small (f) | صغيرة |
Small (pl.m/f) | صغار |
Smaller | أَصْغَرُ |
Soft | لين |
Sour/bitter | دمن |
Strong (pl) | أَقْوِيَاء |
Strong | قوي |
Strong, fast (pl) | قُوَّاتٌ |
Strong, fast | قُوَّة |
Sweet | حلو |
Tin of sweets | عُلْبَةُ الْحَلْوَى |
Verb with weak 1st radical | الْفِعْلُ الْمِثَالُ |
Verb with weak 2nd radical | الْفِعْلُ الأَجْوَفُ |
Verb with weak 3rd radical | الْفِعْلُ النَّاقِصُ |
Weak (pl) | ضعاف |
Weak of Ayn | الْمُعْتَلُ الْعَيْنِ |
Weak of Fa | الْمُعْتَلُ الْفَاءِ |
Weak of Lam | الْمُعْتَلُّ اللام |
Weak | ضعيف |
Yellow (f) | صَفْرَاء |
bad | سيء | sayyi'
beautiful | جميل | jamil
big | كبير
bigger | أكبر
clean | نظيف | nazif
cold | بارد | barid
difficult | صعب | sa'b
dirty | وسخ | wasikh
easy | سهل | sahl
evil, bad | سيئة (pl: سَيِّئَات)
evil, bad, worse | شر
falsehood | باطل
high, exalted | عليّ
higher, superior | أَعْلَى
hot | حار | harr
hotel | فندق | funduq
light | نور
long | طويل | tawil
narrow | ضيق | dayyiq
new | جديد | jadid
old | قديم | qadim
right / oath | يَمِينِ
severe; strong | شديد
short | قصير | qasir
shorter | أَقْصَرُ |
slow | بطيء | bati'
small | صغير | saghir
softer | أَلْيَنُ |
strong helper | نصير
to accuse of falsehood | كَذَّبَ (يُكَذِّبُ)
to act righteously | صَلَحَ (يَصْلَحُ)
to be true; to confirm | صَدَّقَ (يُصَدِّقُ)
to clean | ينظف | yunazzif
to establish; to set upright | أَقَامَ (يُقِيمُ)
to flow | جَرَى (يَجْرِي)
to follow | اتَّبَعَ (يَتَّبِعُ)
to wrong | ظَلَمَ (يَظْلِمُ)
truth; true; right | حَقّ
wide | عريض | 'arid
yellow | أصفر | asfar

============================================================
# TIME & DATES (47 words)
============================================================

Afternoon/time | عصر |
Always | دَائِماً |
Centimetre | سنتيمتر |
Centimetres | سنتيمترات |
Days | أَيَّامٌ |
Friday | يَوْمُ الْجُمُعَةِ |
Holiday | عطلة |
Last night | بَارِحَةٌ |
Last week | الأُسْبُوعُ الْمَاضِي |
Midday | ظهر |
Minutes | دقائق |
Monday | يَوْمُ الإِثْنَيْنِ |
Month of Rajab | شَهْرُ رَجَب |
Months | شهور ، ، اشهر |
Never | أبداً |
Next week | الأَسْبُوعُ الْقَادِمُ |
Next year | الْعَامُ الْمُقْبِلُ |
Now/just now | الآن |
Saturday | يَوْمُ السَّبْت |
Second (unit of time) | ثَانِيَةٌ |
Seconds (unit of time) | ثَوَانٍ |
Sometimes | أحياناً |
Summer holidays | عُطْلَةُ الصَّيْفِ |
Sunday | يَوْمُ الْأَحَدِ |
Thursday | يَوْمُ الْخَمِيسِ |
Times | أوقات |
Tuesday | يَوْمُ الثَّلَاثَاءِ |
Wednesday | يَوْمُ الْأَرْبِعَاءِ |
Years | سنوات |
after | بعد
back, after | خلف
before | قبل
day | نهار
day | يَوْم (pl: أيام)
evening | مساء | masa'
hour | ساعة | sa'a
minute | دقيقة | daqiqa
month | شهر | shahr
morning | صباح | sabah
night | ليل
time | وقت | waqt
time, period | حين
today | اليوم | al-yawm
tomorrow | غدا | ghadan
week | أسبوع | usbu'
whenever | كُلِّمًا
year | سنة | sanah

============================================================
# NUMBERS & QUANTITIES (161 words)
============================================================

A number of questions | عِدَّةُ أَسْئِلَةٍ |
All of us | كلنا |
All-powerful | قدير
Anyone | أَحَدٌ |
Caller to prayer | مُؤَذَنَ |
Eight (f) | ثَمَانِيَةٌ |
Eight thousand | ثَمَانِيَةُ آلاف |
Eighth (m) / (f) | الثَّامِنُ / الثَّامِنَةُ |
Eighty | ثَمَانُونَ |
Endings of present tense verbs | حَالَاتُ الْمُضَارِعِ الثلاث |
Everyone | جَمِيعٌ |
Feminine form | التأنيث |
Feminine | مُؤَنَّتْ |
Few | قليلة |
Fewer/lesser | أَقَلُّ |
First (m) / (f) | الأَوَّلُ / الأولى |
First of it | أَوَّلُهُ - أَوَّلُهَا |
Five (m) | خَمْسَةٌ |
Five thousand | خَمْسَةُ آلاف |
Football | كُرَةُ الْقَدَمِ |
Fourth (m) / (f) | الرابع / الرَّابِعَةُ |
Hall | قَاعَةٌ |
Halls | قاعات |
Hundred and eight (f) | مِائَةٌ وَثَمَانِي طَالِبَاتٍ |
Hundred and eight (m) | مِائَةٌ وَ ثَمَانِيَةُ طُلاب |
Hundred and eleven (f) | مِائَةٌ وَإِحْدَى عَشَرَةَ طالبة |
Hundred and five (f) | مِائَةٌ وَ خَمْسُ طَالِبَاتٍ |
Hundred and five (m) | مِائَةٌ وَ خَمْسَةُ طُلاب |
Hundred and nine (f) | مِائَةٌ وَتِسْعُ طَالِبَاتِ |
Hundred and nine (m) | مِائَةً وَ تِسْعَةُ طُلاب |
Hundred and one (f) | مِائَةُ طَالِبَةٍ وَطَالِبَةٌ |
Hundred and one (m) | مِائَةُ طَالِبٍ وَ طَالِبٌ |
Hundred and seven (f) | مِائَةٌ وَسَبْعُ طَالِبَاتٍ |
Hundred and seven (m) | مِائَةٌ وَ سَبْعَةُ طُلاب |
Hundred and six (f) | مِائَةٌ وَسِتْ طَالِبَاتٍ |
Hundred and six (m) | مِائَةٌ وَ سِتَّةُ طُلاب |
Hundred and ten (f) | مِائَةٌ وَعَشْرُ طَالِبَاتٍ |
Hundred and three (f) | مِائَةٌ وَ ثَلاتُ طَالِبَاتٍ |
Hundred and three (m) | مِائَةٌ وَ ثَلَاثَةُ طُلاب |
Hundred and two (f) | مِائَةُ طَالِبَةٍ وَطَالِبَتَانِ |
Hundred and two (m) | مِائَةُ طَالِبٍ وَطَالِبَانِ |
Hundred | مائة |
In agreement toNumbered | وَقْفُ الْمَعْدُودِ |
Intentions | نيات |
Meeting of two sukoons | الْتِقَاءُ السَّاكِنَيْنِ |
Money/cash | نقد |
Negative particle with present tense verb | لَمْ |
Nine (f) | تسعة |
Nine thousand | تسعة آلاف |
Ninety | تِسْعُونَ |
Nominal sentence | الْجُمْلَةُ الإِسْمِيَّةُ |
Number | رَقَمٌ |
Numbers | أَرْقَامُ |
One (f) | واحدة |
One (m) | واحد |
One eighth | ثُمْنٌ |
One fifth | خُمْسٌ |
One fourth | ربع |
One hundred thousand | مِئَةُ أَلْفِ طَالِبٍ طَالِبَةٍ |
One ninth | تسع |
One seventh | سبع |
One sixth | سدس |
One tenth | عشر |
One third | ثلث |
Particle of present tense | حَرْفُ الْمُضَارِع |
Particular to future tense | خَاصُّ بِالْمُسْتَقْبَلِ |
Particular to past tense | خَاصُّ بِالْمَاضِي |
Past tense | الْمَاضِي |
Present tense accusative | الْمُضَارِعُ الْمَنْصُوبُ |
Present tense jussive | الْمُضَارِعُ الْمَجْزُوا |
Present tense nominative | الْمُضَارِعُ الْمَرْفُوْعُ |
Present tense | الْمُضَارِعُ |
Quarter to nine | التَّاسِعَةُ إِلَّا رُبْعاً |
Rang (phone) | يَرِنُّ |
Second (m) / (f) | الثَّانِي / الثانية |
Secondary | ثانوية |
Sentence | جملة |
Seven (f) | سبعة |
Seven thousand | سبعة آلاف |
Seventh (m) / (f) | السَّابِعُ / السَّابِعَةُ |
Seventy | سبعون |
Six (f) | ستة |
Six men | ستة رجال |
Six thousand | ستة آلاف |
Six women | ست نساء |
Sixth (m) / (f) | السَّادِسُ / السَّادِسَةُ |
Sixty | سِتُّونَ |
Some | بَعْضٍ |
Stone | حجر |
Tall (f) | طويلة |
Tall (pl.m/f) | طوال |
Taller | أَطْوَلُ |
Telephone | هَاتِفُ |
Telephones | هَوَاتِفُ |
Ten (f) | عشرة |
Ten (m) | عشر |
Ten thousand | عَشَرَةُ آلاف |
Tens | عقود |
Tenth (m) / (f) | الْعَاشِرُ / الْعَاشِرَةُ |
Third (m) / (f) | الثالث / الثَّالِثَةُ |
Thousand | ألف |
Three (f) | ثلاثة |
Three hundred thousand | ثَلاثَمِائَةِ أَلْفِ |
Three thousand | ثلاثة آلاف |
To pretend | يَتَظَاهِرُ |
Twenty eight (m) | ثَمَانِيَةٌ وَعِشْرُونَ |
Twenty five (m) | خَمْسَةٌ وَعِشْرُونَ |
Twenty nine (m) | تِسْعَةٌ وَعِشْرُونَ |
Twenty one (m) | وَاحِدٌ وَعِشْرُونَ |
Twenty seven (m) | سَبْعَةٌ وَعِشْرُونَ |
Twenty six (m) | سِيَّةٌ وَعِشْرُونَ |
Twenty three (m) | ثَلاثَةٌ وَعِشْرُونَ |
Twenty two (m) | إِثْنَانِ وَعِشْرُونَ |
Two (f) | إثنتان |
Two (m) | إثْنَانِ |
Two faced (hypocrite) | ذُو وَجْهَيْنِ |
Two hundred thousand | مِائَتَا أَلْفِ طَالِب طَالِبَةٍ |
Two hundred | مائتان |
Two thousand | أَلْفَانِ |
Verbal sentence | الْجُمْلَةُ الْفِعْلِيَّةُ |
Yours truly (feminine) | ك...
all | أَجْمَعُونَ / أَجْمَعِينَ
all, everybody | جميع
alone | إيا
eight | ثمانية | thamaniya
eighteen | ثمانية عشر | thamaniya 'ashar
eleven | أحد عشر | ahad 'ashar
everyone; all | كل
first | أول
five | خمسة | khamsa
four | أربعة | arba'a
fourteen | أربعة عشر | arba'a 'ashar
has (with past tense) | قد
mentioned | ضَرب ل
nine | تسعة | tis'a
nineteen | تسعة عشر | tis'a 'ashar
one | أَحَد (fg: إِحْدَى)
one | واحد (fg: واحدة)
owner (feminine) | ذات
phone | هاتف | hatif
seven | سبعة | sab'a
seventeen | سبعة عشر | sab'a 'ashar
six | ستة | sitta
sixteen | ستة عشر | sitta 'ashar
surely (with present tense) | لـ
tall | طويل | tawil
ten | عشرة | 'ashara
three | ثلاثة | thalatha
throne | عرش
to be pleased with (from رَضِي: to be content) | رَضِي عَنْ
to be satisfied/content | رَضِيَ (يَرْضَى)
to befall | وَقَعَ (يَقَعُ)
to befall; to inflict | أَصَابَ (يُصيبُ)
to call out; to cry unto | نَادَى (يُنَادِي)
to call; to pray | دَعَا (يَدْعُو)
to cause someone to die | أَمَاتَ (يُمِيتُ)
to intend; to wish | أَرَادَ (يُرِيدُ)
to put one's trust | تَوَكَّلَ (يَتَوَكَّلُ)
trustworthy | أمين
twelve | اثنا عشر | ithna 'ashar
two | اثنان | ithnan

============================================================
# BODY PARTS (50 words)
============================================================

Age/tooth | مین |
Back | ظهر |
Beard (pl) | لُحِي |
Beard | لحية |
Blood clot | عَلَى |
Ear | أذن |
Early (f) | مُبَشِّرَةً |
Early (m) | مبكراً |
Eye | عَيْنٌ |
Faculty/college | كلية |
Finger | إصبع |
Hair | شعر |
Handkerchief | منديل |
Handkerchiefs | مناديل |
Hands | أَيْدٍ |
Handwriting | خط |
Head | رأس |
Headache | صُداعٌ |
Headmaster | مدير |
Headmistress | مُدِيرَةٌ |
Left hand | يَسارُ |
Leg/foot | رجل |
Mouth | فم |
Nose | أنْفُ |
Pharmacy | صَيدَلِيَّةٌ |
Principle of college | عَمِيدٌ |
Telegram | بَرْقِيَّةٌ |
Telegrams | بَرْقِيَّاتُ |
Tongue | لِسَانُ |
Tooth/age | سن |
clear, self-expressive | مبين
earth | أرض
face | وَجْه (pl: وُجُوه)
foot | رِجْل (pl: أَرْجُل)
hand | يَد (pl: أَيْدِي)
mouths | أَفْوَاه
near / with | عِنْدَ / لَدَى
near | قريب
nearer | أقرب
nearer: more likely | أدنى
piety; fear; protection | تَقْوَى
to bear a load | وَزَرَ (يَزْرُ)
to bear with patience | صَبَرَ (يَصْبِرُ)
to carry; to bear | حَمَلَ (يَحْمِلُ)
to earn | كَسَبَ (يَكْسِبُ)
to fear | خَشِيَ (يَخْشَى)
to hurt; to harm | ضَرَّ (يضُرُّ)
to turn away; to backslide | أَعْرَضَ (يُعْرِضُ)
tongue; language | لِسَان (pl: أَلْسِنَة)
will (for near future) | سـ

============================================================
# COLORS (16 words)
============================================================

Black (f) | سَوْدَاءُ |
Blue (f) | زَرْقَاء |
Coloured | مُلَوَّنٌ |
Green (f) | خَضْرَاءُ |
Predicate | الْخَبَرُ |
Red (f) | حَمْرَاءُ |
Retired | مُتَقَاعِدٌ |
Tired (m.s) | متعب |
White (f) | بَيْضَاءُ |
White/black board | سبورة |
black | أسود | aswad
blue | أزرق | azraq
green | أخضر | akhdar
red | أحمر | ahmar
tired | متعب | mut'ab
white | أبيض | abyad

============================================================
# NATURE & ANIMALS (26 words)
============================================================

A sun | شمس |
Bird | طائر |
Camel | جَمَل |
Cat | قط |
Cow | بقرة |
Drain/sewer | بَالُوْعَةٌ |
England | إِنْكَلْتَرًا |
Horse | حصان |
Horses | خُيُولٌ |
Justification motivation | التَّعْلِيلُ |
Star | نَجْمٌ |
Stars | نُجُوم |
Sunset | مغرب |
Switzerland | سُويْسَرَا |
Train | قِطَارٌ |
Tree | شَجَرَةٌ |
Verification | تحقيق |
Vocative particle | حَرْفُ النَّدَاءِ |
cattle | أنْعَام
fire | نَار
hellfire | جحيم
moon | قمر
sky | سماء (pl: سماوات)
sun | شمس
to fabricate a lie | افْتَرَى (يَفْتَرِي)
to refrain; to end | انْتَهَى (يَنْتَهي)

============================================================
# GREETINGS & PHRASES (7 words)
============================================================

Thanks | شكرًا |
excuse me | عفوا | afwan
hello | مرحبا | marhaba
peace | سلام
please | من فضلك | min fadlak
sorry | آسف | asif
thank you | شكرا | shukran

============================================================
# PREPOSITIONS & CONJUNCTIONS (164 words)
============================================================

At ease | سَهْلاً |
Between them | بَيْنَهُمَا |
But I | لكني |
But he/it | لَكِنَّهُ |
But she/it | لَكِنَّهَا |
Constitution (law) | دستور |
Direction of prayer | قبلة |
Director of company | مدير الشركة |
Emphasis for negative future | أبداً |
Emphasis for negative past | قط |
For what | لم |
From them | منهم |
From what | مِمَّ |
In a dream | فِي الْمَنَامِ |
In front of me | بَيْنَ يَدَيَ |
In front | أَمَامَ |
In it (f) | فيها |
In it (m) | فيه |
Iron (metal) | حَدِيدٌ |
It overturned | انقلب |
Or (for Questioning) | أَمْ |
Or (for non-questioning) | أو |
Or (questioning) | أَمْ |
Overturned | يَنْقَلِبُ |
Poor (pl) | فقَرَاء |
To guide | تَدُلِّي |
To meet | لِقَاء |
To worship | لنَعْبُدُ |
What is that? | ما ذلك؟ |
What is this? | ما هذا ...؟ |
With (restrictions) | عند |
With (without restrictions) | مع |
With me | بِي |
With what | لهم |
above | فوق | fawq
above, up | فوق
and by (of oath) | و
behind | وراء
besides, less than | دون
between | بين | bayn
by (of oath) | ت
in front of | بَيْنَ يَدَيْ
in what | فيما
marf'oo with fixed nun | تُرْفَعُ بِثَبُوتِ النُّوْنِ |
or (in questions) | ام
to act arrogantly | اسْتَكْبَرَ (يَسْتَكْبَرُ)
to act straight | استَقامَ (يَسْتَقِيمُ)
to ascribe a partner | أَشْرَكَ (يُشْرِكُ)
to be able to | استطاع (يستطيع)
to be afraid | خَافَ (يَخَافُ)
to be blessed or exalted | تَبَارَكَ (يَتَبَارَكُ)
to be evil | سَاءَ (يَسُوءُ)
to be grateful | شَكَرَ (يَشْكُرُ)
to be on guard; to protect | اتَّقَى (يَتَّقي)
to be safe; to trust | أَمِنَ (يَأْمَنُ)
to be successful | أَفْلَحَ (يُفْلِحُ)
to be | كَانَ (يَكُونُ)
to beguile | غَرَّ (يَغرُّ)
to believe | آمَنَ (يُؤْمِنُ)
to buy | يشتري | yashtari
to change | بَدَّلَ (يُبَدِّلُ)
to complete | أَتمَّ (يتم)
to conceal | أَخْفَى (يُخفي)
to cook | يطبخ | yatbukh
to count | عَدَّ (يَعُدُّ)
to curse | لَعَنَ (يَلْعَنُ)
to declare; to apprise | نَبَّأَ (يُنَبِّئُ)
to decree; to fulfill | قَضَى (يَقْضِي)
to decree; to have power | قَدَرَ (يَقْدِرُ)
to deliver; to rescue | نَجَّى (يُنَجِّي)
to describe; to ascribe | وَصَفَ (يَصفُ)
to destroy | أَهْلَكَ (يُهْلِكُ)
to die | مَاتَ (يَمُوتُ)
to differ | اختَلَف (يَخْتَلفُ)
to disbelieve; to be ungrateful | كَفَرَ (يَكْفُرُ)
to drown | أَغْرَقَ (يُغْرِقُ)
to embrace; to comprehend | وَسِعَ (يَوْسَعُ)
to enchant; to bewitch | سَحَرَ (يَسْحَرُ)
to enrich | أَغْنَى (يُغْنِي)
to exceed; to be extravagant | أَسْرَفَ (يُسْرِفُ)
to favor; to bestow grace | أَنْعَمَ (يُنْعمُ)
to fight | قَاتَلَ (يُقَاتِلُ)
to find | وَجَدَ (يَجِدُ)
to forget | نَسِيَ (يَنْسَى)
to fulfill | أَوْفَى (يُوفي)
to gather; to collect | جَمَعَ (يَجْمَعُ)
to glorify; to praise | سَبَّحَ (يُسَبِّحُ)
to grant | وَهَبَ (يَهَبُ)
to guide; to direct | هَدَى (يَهْدِي)
to have | يملك | yamlik
to help | يساعد | yusa'id
to help; to deliver | نَصَرَ (يَنْصُرُ)
to increase | زَادَ (يَزِيدُ)
to inherit | وَرَثَ (يَرِثُ)
to judge (from قضى: to decree) | قضى بين
to judge; to rule | حَكَمَ (يَحْكُمُ)
to kill (from قضى: to decree) | قضى على
to kill; to slay | قَتَلَ (يَقْتُلُ)
to leave behind | وَذَرَ (يَذْرُ)
